ID,Team Name,Section,Year,Medal Awarded,Other Award,Wiki Link,Outreach Category,Title,Summarized Description
68,ECUST,Undergrad,2018,Gold,,http://2018.igem.org/Team:ECUST,INTEGRATED HUMAN  PRACTICE,Integration in the project,"Integrated Human Practices showcases how the world can affect your work, but before the world can have any effect on our project, the very first thing we should do is to hear what the world is saying, that is why we paid special attention to communication, both internal and external. After discussing with the workers and knowing more about their practical needs, we found that, apart from predicting the proper time to drop the bacteria, to monitor the water quality with parameters such as dissolved oxygen or pH was also an important part for factory. “It is not our ultimate goal to create something, but to make it truly useful and practical.” —"
69,ECUST,Undergrad,2018,Gold,,http://2018.igem.org/Team:ECUST,Education and Public Engagement,Summer camp,"During this summer vacation, we participated in summer camp activity in ECUST and gave a presentation on synthetic biology and our project to high school students."
70,ECUST,Undergrad,2018,Gold,,http://2018.igem.org/Team:ECUST,Education and Public Engagement,Lectures,We were invited to hold biological lecture for students in our department to show specifically what you can do in producing through synthetic biology.
71,ECUST,Undergrad,2018,Gold,,http://2018.igem.org/Team:ECUST,Education and Public Engagement,Club night,"For new students eager to know our team, we gave a presentation about our iGEM club and project to freshmen on the Club Night, welcoming their registration."
72,ECUST,Undergrad,2018,Gold,,http://2018.igem.org/Team:ECUST,Education and Public Engagement,Questionnaire,"In order to make our project more complete and integrated, we always have to know how the public citizens without professional background think about our project. To collect public opinions on solving practical environmental problems with genetically engineered bacteria, we designed a questionnaire and distributed it across the country."
73,Goettingen,Overgrad,2018,Gold,"Nominated for Best New Basic Part, Overgrad",http://2018.igem.org/Team:Goettingen,Integrated Human Practices,"Panel Discussion: Fritz Günzler: „Glyphosat – Wundermittel oder gefährliches Pflanzengift?""","Early on in our project we tried to find a suitable topic: Out of our brainstorming, glyphosate was one of the most promising candidates we wanted to work with. On the one hand, farmers rely on the very efficient herbicide to produce sufficient amounts of food, while on the other hand, the long-term effects of glyphosate are poorly understood and cause harm to biodiversity."
74,Goettingen,Overgrad,2018,Gold,"Nominated for Best New Basic Part, Overgrad",http://2018.igem.org/Team:Goettingen,Integrated Human Practices,Meeting with the minister for agriculture,The minister for agriculture of lower saxony Barbara Otte-Kinast gave a presentation about glyphosate and other issues in agriculture at our University.
75,Goettingen,Overgrad,2018,Gold,"Nominated for Best New Basic Part, Overgrad",http://2018.igem.org/Team:Goettingen,Integrated Human Practices,Bier & Brezeln (= beer & pretzel),Two of our team members presented our project at the Bier & Brezeln event organized by the Fachschaft (student representatives) of Biology of the University of Göttingen. This is a platform that allows to spread research in an interdisciplinary way.
76,Goettingen,Overgrad,2018,Gold,"Nominated for Best New Basic Part, Overgrad",http://2018.igem.org/Team:Goettingen,Integrated Human Practices,Marburg Meetup,"Staying in touch with the projects of other iGEM teams is important to acquire an overview over the own progress. Apart from the scientific exchange, we were also able to take a look around the city and form new friendships at the camping site that was well organized by the iGEM Team Marburg (left picture)."
77,Goettingen,Overgrad,2018,Gold,"Nominated for Best New Basic Part, Overgrad",http://2018.igem.org/Team:Goettingen,Integrated Human Practices,Interactive Information Booth ,"Most people would agree that there is too much unfiltered material about glyphosate on the internet. To illustrate and exemplify with how many different microbes glyphosate may interfere in the soil, visitors could participate in a small experiment, where they could leave their microbial fingerprint on a BHI agar plate."
78,Goettingen,Overgrad,2018,Gold,"Nominated for Best New Basic Part, Overgrad",http://2018.igem.org/Team:Goettingen,Integrated Human Practices,Panel discussion - Glyphosat zum Salat?! - Chancen und Risiken des Herbizids,"During our human practice events we realized that most people do not have enough information about the herbicide glyphosate but are very interested in getting to know more about the topic. The panel started the discussion about the wide application of glyphosate in the agricultural areas of and around Göttingen. When our team members asked about an alternative for glyphosate Horst-Henning Steinmann stated that the current alternative to glyphosate are non-chemical methods such as ploughing, this however is more expensive and takes more time. After the very diverse and motivated discussion of our guest the audience also asked a few questions."
79,Goettingen,Overgrad,2018,Gold,"Nominated for Best New Basic Part, Overgrad",http://2018.igem.org/Team:Goettingen,Integrated Human Practices,Participating in the third Synthetic Biology conference in Landshut,"Synthetic biology is constantly evolving, as new research topics revolutionize the way we look at natural sciences. We also took a group photo with all participants of the convention, maybe you can spot every team member (not everyone is wearing the iconic yellow shirt)."
80,Goettingen,Overgrad,2018,Gold,"Nominated for Best New Basic Part, Overgrad",http://2018.igem.org/Team:Goettingen,Integrated Human Practices,Publication in the BIOspektrum,We had the exciting oppertunity to introduce our project to the public by publishing a short article in the Biospektrum journal. This underlines that our topic is of enormous relevance particularly in the science community.
