School,Section,Year,Wiki hyperlink,Award,Outreach Category,Outreach Project,Project Tag,Audience,Goal,Description
NYU_Abu_Dhabi,Undergraduate,2017,http://2017.igem.org/Team:NYU_Abu_Dhabi,,Education and Public Engagment,,Consult Experts,"iGEM Teams, Scientific Community, General Public","Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on the iGEM program","To customize our project to the practical conditions, we interviewed some experts in related fields. "
NUDT_CHINA,Undergraduate,2017,http://2017.igem.org/Team:NUDT_CHINA,,Education and Public Engagment,,Teaching Activity,"Professors, Vendors/Businesses",Gain Information for iGEM project,"With the intention to involve children in biosciences, our team played a part in the establishment of an educational project the ""UNO Academy"" aiming to raise the young-generation's interest in science."
NAU-CHINA,Undergraduate,2017,http://2017.igem.org/Team:NAU-CHINA,,Education and Public Engagment,,"Presentation (General), Teaching Activity",Primary School Students,Education on Synthetic Biology,We held lessons at more than 10 schools with an aim to spread the message about synthetic biology and iGEM all around Lithuania.
EPFL,Undergraduate,2017,http://2017.igem.org/Team:EPFL,,Integrated Human Practices,,Open Lab,Secondary School Students,"Education on Synthetic Biology, Recruit iGEM members",Several major events for scholars to gain in-depth knowledge about various scientific fields take place annually in Lithuania. 
EPFL,Undergraduate,2017,http://2017.igem.org/Team:EPFL,,Education and Public Engagment,,"Open Lab, Teaching Activity",Secondary School Students,Education on Synthetic Biology,Two highly motivated high school students came into lab to work with the team. 
EPFL,Undergraduate,2017,http://2017.igem.org/Team:EPFL,,Integrated Human Practices,,,Secondary School Students,Education on Synthetic Biology,"In order to reach a bigger part of the general public and involve as much people as possible in the science communication activities, we organized interactive discussions on topics from cellular ageing to XenoDNA."
EPFL,Undergraduate,2017,http://2017.igem.org/Team:EPFL,,Education and Public Engagment,,Just Product,General Public,"Education on Synthetic Biology, Discuss Ethics and Safety, Science Education (Non-SynBio Specific)",
EPFL,Undergraduate,2017,http://2017.igem.org/Team:EPFL,,Integrated Human Practices,,Consult Experts,General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on the iGEM program, Present iGEM Project",Team reached out to the project manager of Smart City Odense for feedback on iGEM project.
EPFL,Undergraduate,2017,http://2017.igem.org/Team:EPFL,,Integrated Human Practices,,Consult Experts,"Scientific Community, Specialized Audiences","Gain Information for iGEM project, Learn Public Opinions",The team visited a pharmaceutical company to learn about industrial recombinant protein synthesis.
EPFL,Undergraduate,2017,http://2017.igem.org/Team:EPFL,,Integrated Human Practices,,iGEM Project Presentation (Presenting your iGEM project for feedback),Vendors/Businesses,Gain Information for iGEM project,The team invited a freshman to attempt to assemble their product based off of their instructions in order to make sure their instructions were clear.
EPFL,Undergraduate,2017,http://2017.igem.org/Team:EPFL,,Integrated Human Practices,,Consult Experts,University Students,Gain Information for iGEM project,Team interviewed the manager of Bolbro's city renewal project for advice on how to implement their project in an urban area. 
ETH_Zurich,Overgraduate,2017,http://2017.igem.org/Team:ETH_Zurich,,Integrated Human Practices,,"Presentation (General), Consult Representatives",Specialized Audiences,"Gain Information for iGEM project, Learn Public Opinions",A social science PhD student spoke with the team to learn more about the collaborative aspects of iGEM.
ETH_Zurich,Overgraduate,2017,http://2017.igem.org/Team:ETH_Zurich,,Education and Public Engagment,,Consult Experts,University Students,"Promote Awareness of Synthetic Biology, Learn Public Opinions, Networking",The team visited a pharmaceutical company to get guidance on where to take their project.
ETH_Zurich,Overgraduate,2017,http://2017.igem.org/Team:ETH_Zurich,,Education and Public Engagment,,Consult Experts,Vendors/Businesses,Gain Information for iGEM project,In order to find necessary materials for a prototype of their project the team contacted one of the leading plastic experts in Denmark.
ETH_Zurich,Overgraduate,2017,http://2017.igem.org/Team:ETH_Zurich,,Education and Public Engagment,,Consult Experts,"Vendors/Businesses, Specialized Audiences","Gain Information for iGEM project, Learn Public Opinions",They interviewed various government officials to get opinions for their project. 
Evry_Paris-Saclay,Overgraduate,2017,http://2017.igem.org/Team:Evry_Paris-Saclay,,Integrated Human Practices,,Community Event,Vendors/Businesses,Gain Information for iGEM project,"We organized a workshop on enzyme production in biotechnology during the international DIYBio Network meeting in Vilnius. We showed how enzymes are detected in nature, transformed into bacteria and purified for the best activity."
Evry_Paris-Saclay,Overgraduate,2017,http://2017.igem.org/Team:Evry_Paris-Saclay,,Education and Public Engagment,,Presentation (General),General Public,"Education on Synthetic Biology, Science Education (Non-SynBio Specific)","One of our outreach goals was to connect with the non-scientific community and acquaint them with synthetic biology, therefore our team took part in various international conferences and major events that attracted over 5,000 people."
Evry_Paris-Saclay,Overgraduate,2017,http://2017.igem.org/Team:Evry_Paris-Saclay,,Education and Public Engagment,,Consult Experts,General Public,Education on Synthetic Biology,"We turned to the biotech industry, realizing that a critical aspect of modern synthetic biology project is its applicability and potential influence to the overall development of biotechnology.
"
NUDT_CHINA,Undergraduate,2017,http://2017.igem.org/Team:NUDT_CHINA,,Integrated Human Practices,,Survey,Specialized Audiences,Gain Information for iGEM project,We completed the investigation of our field of exploration by surveying the potential end-users of our SynORI system. To do this we reached out to various hands-on laboratories around the globe.
Lethbridge,Overgraduate,2017,http://2017.igem.org/Team:Lethbridge,,Integrated Human Practices,,Presentation (General),Scientific Community,Gain Information for iGEM project,"Fundamental projects require specific knowledge and are extremely tough to demonstrate to the society, not to mention the difficulty of collecting feedback from the lay public. With regard to that, we launched a bioart project ""SyNbiosis"", which aimed to gather scientists, lay public and artists to discuss and reflect on ethical, biosafety, social, and legal aspects of our project."
Lethbridge,Overgraduate,2017,http://2017.igem.org/Team:Lethbridge,,Education and Public Engagment,,Community Event,General Public,Discuss Ethics and Safety, Art is an universal mean of communication by which our team could simply explain the project to the public
NAU-CHINA,Undergraduate,2017,http://2017.igem.org/Team:NAU-CHINA,,Integrated Human Practices,,Consult Experts,General Public,Education on Synthetic Biology,Our team decided to explore the opportunities for improving the visualisation and explanation of synbio and genetic engineering by meeting with teachers.
NAU-CHINA,Undergraduate,2017,http://2017.igem.org/Team:NAU-CHINA,,Education and Public Engagment,,Teaching Activity,Teachers,"Learn Public Opinions, Science Education (Non-SynBio Specific)",We let students test our teaching activities and VR equipment. 
NAU-CHINA,Undergraduate,2017,http://2017.igem.org/Team:NAU-CHINA,,Integrated Human Practices,,Consult Representatives,Secondary School Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology","To further develop and spread the message about our AR framework prototype, we met the representatives from the Ministry of education and science, and introduced them our idea. We proposed that our framework could be easily adapted as a tool for children teaching and the integration of life sciences to the current National education program. "
NAU-CHINA,Undergraduate,2017,http://2017.igem.org/Team:NAU-CHINA,,Education and Public Engagment,,Presentation (General),Legislators,"Networking, Science Education (Non-SynBio Specific)",Presenting to high school students about the applications and limits of synthetic biology. 
NAU-CHINA,Undergraduate,2017,http://2017.igem.org/Team:NAU-CHINA,,Integrated Human Practices,,Just Product,Secondary School Students,"Education on Synthetic Biology, Discuss Ethics and Safety, Science Education (Non-SynBio Specific)","To help students have a better understanding of synthetic biology, we created a card game with simple rules. "
Frieburg,Overgraduate,2017,http://2017.igem.org/Team:Frieburg,,Education and Public Engagment,,"Community Event, Presentation (General)","Primary School Students, Secondary School Students",Education on Synthetic Biology,"This year we presented Softer Shock to several audiences, from students to seniors, to get their point of view and develop the project according to society�s needs."
Freiburg,Overgraduate,2017,http://2017.igem.org/Team:Freiburg,,Education and Public Engagment,,Community Event,"Primary School Students, Secondary School Students, General Public, Specialized Audiences","Education on Synthetic Biology, Science Education (Non-SynBio Specific)",Another way we communicated about our project was to organize an entire week of iGEM events in our school.
NUDT_CHINA,Undergraduate,2017,http://2017.igem.org/Team:NUDT_CHINA,,Integrated Human Practices,,Consult Experts,University Students,Educate on the iGEM program,Visited some fish ponds in Beijing and asked them questions.
Freiburg,Overgraduate,2017,http://2017.igem.org/Team:Freiburg,,Education and Public Engagment,,Survey,Vendors/Businesses,"Gain Information for iGEM project, Education on Synthetic Biology","In order to know more about the opinions on transgene laws from iGEMers and students majoring in synthetic biology, the team designed questionnaires and a survey."
Freiburg,Overgraduate,2017,http://2017.igem.org/Team:Freiburg,,Education and Public Engagment,,"Teaching Activity, Educational Material","iGEM Teams, General Public",Learn Public Opinions,They made a 3 minute video explaining a topic in science and won a award in a competition. 
Newcastle,Overgraduate,2017,http://2017.igem.org/Team:Newcastle,,Education and Public Engagment,,Community Event,General Public,Education on Synthetic Biology,"SELF Conference is a TED-like forum jointly set up by CAS Computer Network Information Center and CAS Science Communication Bureau, inviting elites to share new ideas and discoveries."
