Schools,Section,Years,Wiki hyperlinks,Award,Outreach Category,Event Names,Project Tags,Audiences,Goals,Descriptions
BGU ISRAEL,Overgraduate,2015,http://2015.igem.org/Team:BGU_Israel,,Integrated Human Practices,YEI Convention,Conference/Panel Discussion,Secondary School Students,Present iGEM Project,Presented at the YEI (Young Entrepreneurs Israel) convention   Present at YEI (Young Entrepreneurs Israel) convention; YEI is the leading organization in Israel providing extra curriculum entrepreneurial education for youth of all social classes and segments 
BGU ISRAEL,Overgraduate,2015,http://2015.igem.org/Team:BGU_Israel,,Education and Public Engagement,Science on the Bar,"Conference/Panel Discussion, Community Event, Project Presentation","General Public, Scientific Community",Present iGEM Project,"Held a lecture at a bar to explain synthetic biology, iGEM, and the Boomerang project   Hold a lecture at a bar in Tel Aviv, according to the concept of ""science on the bar"" which is trendy in Israel   Explain about synthetic biology, iGEM, and the Boomerang project   Performance by a stand-up comedian, Eyal Eltawil, who recovered from cancer "
BGU ISRAEL,Overgraduate,2015,http://2015.igem.org/Team:BGU_Israel,,Integrated Human Practices,Round Table,"Conference/Panel Discussion, Consult Experts",Scientific Community,Gain Information for iGEM Project,"Engaged experts who had a deep understanding of cancer to discuss project design   Engage experts who have a deep understanding of cancer in order to ensure that the project is addressing a real need or is designed properly to potentially address it in the future   Organize a roundtable discussion with the leading researchers from the fields of cancer diagnostics and therapy, genetics and synthetic biology: Prof. Roni Apte, Microbiology, Immunology and Genetics expert; Prof. Etta Livneh, Immunology and Genetics expert; Dr. Ayelet David, Cancer, Nanomedicine, Polymers, Pharmacology expert; Dr. Noam Levaot, Physiology, Cell and Synthetic Biology expert  "
BGU ISRAEL,Overgraduate,2016,http://2016.igem.org/Team:BGU_ISRAEL,,Integrated Human Practices,Interview Plastic Waste Experts,Consult Experts,"Professors, Scientific Community",Gain Information for iGEM Project,Consulted experts to discuss biological solutions for degradation of plastic and how to implement them   Meet with an expert in microbial degradation of plastic waste and discuss new solutions for plastic degradation including the enzyme LC-Cutinase   Meet with an expert in computational protein design to improve enzyme activity of LC-Cutinase   Meet with other experts to discuss the specific metabolic pathways in model organisms using this enzyme 
BGU ISRAEL,Overgraduate,2016,http://2016.igem.org/Team:BGU_ISRAEL,,Integrated Human Practices,Interview Plastic Industry Experts,Consult Experts,Vendors/Businesses,Gain Information for iGEM Project,"Consulted with experts from companies that use raw plastic to determine what properties make it so useful, and with experts from companies that deal with plastic waste   Meet with experts in the industry that use plastic in its raw state including representatives from Coca-Cola Company and Genome compiler   Learn about plastic's convenient properties that make it a popular raw material in the industry  Visit leading industrial companies including Neot Hovav- eco industrial park, Aviv- Recycling Industries and ADAMA Agricultural Solutions to learn about ways they deal with plastic waste   Learn about the process of plastic recycling "
BGU ISRAEL,Overgraduate,2016,http://2016.igem.org/Team:BGU_ISRAEL,,Education and Public Engagement,Science with a Beer,Community Event,General Public,Activism for iGEM Project,"Hosted a talk by and had a discussion with an Israeli parliament member on the field of environmental protection   Host a talk by Ms.Yael Cohen-Paran, a member of the Israeli parliament, on the field of environmental protection   Start a discussion about environmental concerns "
BGU ISRAEL,Overgraduate,2015,http://2015.igem.org/Team:BGU_Israel,,Integrated Human Practices,Chief Scientist Office at the Ministry of Health,"Consult Experts, Project Presentation",Scientific Community,"Present iGEM Project, Gain Information for iGEM Project","Presented the details of the project to other scientists to raise awareness of the field of synthetic biology   Presented the detail of project to other scientists in order to raise awareness of the field of synthetic biology and incite constructive discussions regarding the scientific specifications of the project   Meet with Chief Scientist Office (Ministry of Health), Dr. Ami Ben-Yehuda, Director of the Department of Medical Research "
BGU ISRAEL,Overgraduate,2015,http://2015.igem.org/Team:BGU_Israel,,Integrated Human Practices,"University President, Rector and Deans","Consult Experts, Project Presentation","Scientific Community, Professors",Present iGEM Project,"Met with the President of the university to raise funds and emphasize the importance of the multidisciplinary approach of the project  In order to raise funds, meet with the President of the university, Prof. Rivka Carmi, and the Rector, Prof. Zvi Hacohen   Emphasize the importance of the multidisciplinary approach and receive significant funds for the continuation of the project   Meet with the Deans of various faculties to present the project and its importance for promoting entrepreneurship, innovation and involvement of students beyond the curriculum "
BGU ISRAEL,Overgraduate,2015,http://2015.igem.org/Team:BGU_Israel,,Integrated Human Practices,"Director of Oncology Department, Soroka Medical Center","Consult Experts, Project Presentation","Scientific Community, Professors","Present iGEM Project, Gain Information for iGEM Project","Met with the director of Oncology Department to present project and receive valuable scientific advice   Meet with Prof. Samuel Ariad, the director of Oncology Department in Soroka Medical Center   Present project and receive valuable scientific advice and clinical outlook "
BGU ISRAEL,Overgraduate,2015,http://2015.igem.org/Team:BGU_Israel,,Integrated Human Practices,Head of Sheba Cancer Research Center,"Consult Experts, Project Presentation",Scientific Community,"Present iGEM Project, Gain Information for iGEM Project","Met with a world-renowned cancer researcher and the head of Sheba Cancer Research Center to receive preliminary advice on project invention   Meet with Prof. Gidi Rechavi, a world-renowned cancer researcher and the head of Sheba Cancer Research Center   Receive preliminary advice on project invention "
BGU ISRAEL,Overgraduate,2015,http://2015.igem.org/Team:BGU_Israel,,Integrated Human Practices,CEO of Genome Compiler,"Consult Experts, Project Presentation","Scientific Community, Vendors/Businesses","Present iGEM Project, Gain Information for iGEM Project","Talked with the CEO of Genome Compiler to learn about his company that supplies tools for DNA design and visualization   Talk with Dr. Omri Amirav-Drori, the CEO of Genome Compiler, and an expert in the fields of Synthetic Biology and genetic engineering   Learn about his company that supplies a comprehensive set of tools for DNA design and visualization, data management and collaboration for genetic engineers, molecular and synthetic biologists "
