,School,Section,Year,Outreach Category,Wiki Hyperlink,Project Tag,Audience,Goal,Objectives,Description
63,BGU ISRAEL,Overgraduate,2016,Education and Public Engagement,http://2016.igem.org/Team:BGU_ISRAEL,Community Event,General Public,"Activism for iGEM Project, Educate on Synthetic Biology",<ul><li> Improve the street's appearance by decorating using colorful flowers made from plastic bottles collected in the community</li><li> Teach children about plastic pollution by using a fun game that quizzes them on plastic facts</li><li> Educate people at the event on their iGEM project and its purpose by passing out brochures</li><li> Invite students into the lab to teach them about synthetic biology tools and devices</ul>,"Hosted an event to raise awareness about plastic waste, iGEM and synthetic biology"
64,BGU ISRAEL,Overgraduate,2015,Integrated Human Practices,http://2015.igem.org/Team:BGU_Israel,Conference/Panel Discussion,Secondary School Students,Present iGEM Project,<ul><li> Present at YEI (Young Entrepreneurs Israel) convention; YEI is the leading organization in Israel providing extra curriculum entrepreneurial education for youth of all social classes and segments</ul>,Presented at the YEI (Young Entrepreneurs Israel) convention
65,BGU ISRAEL,Overgraduate,2015,Education and Public Engagement,http://2015.igem.org/Team:BGU_Israel,"Conference/Panel Discussion, Community Event, Project Presentation","General Public, Scientific Community",Present iGEM Project,"<ul><li> Hold a lecture at a bar in Tel Aviv, according to the concept of ""science on the bar"" which is trendy in Israel</li><li> Explain about synthetic biology, iGEM, and the Boomerang project</li><li> Performance by a stand-up comedian, Eyal Eltawil, who recovered from cancer</ul>","Held a lecture at a bar to explain synthetic biology, iGEM, and the Boomerang project"
66,BGU ISRAEL,Overgraduate,2015,Integrated Human Practices,http://2015.igem.org/Team:BGU_Israel,"Conference/Panel Discussion, Consult Experts",Scientific Community,Gain Information for iGEM Project,"<ul><li> Engage experts who have a deep understanding of cancer in order to ensure that the project is addressing a real need or is designed properly to potentially address it in the future</li><li> Organize a roundtable discussion with the leading researchers from the fields of cancer diagnostics and therapy, genetics and synthetic biology: Prof. Roni Apte, Microbiology, Immunology and Genetics expert; Prof. Etta Livneh, Immunology and Genetics expert; Dr. Ayelet David, Cancer, Nanomedicine, Polymers, Pharmacology expert; Dr. Noam Levaot, Physiology, Cell and Synthetic Biology expert </ul>",Engaged experts who had a deep understanding of cancer to discuss project design
67,BGU ISRAEL,Overgraduate,2016,Integrated Human Practices,http://2016.igem.org/Team:BGU_ISRAEL,Consult Experts,"Professors, Scientific Community",Gain Information for iGEM Project,<ul><li> Meet with an expert in microbial degradation of plastic waste and discuss new solutions for plastic degradation including the enzyme LC-Cutinase </li><li>Meet with an expert in computational protein design to improve enzyme activity of LC-Cutinase</li><li> Meet with other experts to discuss the specific metabolic pathways in model organisms using this enzyme</ul>,Consulted experts to discuss biological solutions for degradation of plastic and how to implement them
68,BGU ISRAEL,Overgraduate,2016,Integrated Human Practices,http://2016.igem.org/Team:BGU_ISRAEL,Consult Experts,Vendors/Businesses,Gain Information for iGEM Project,"<ul><li> Meet with experts in the industry that use plastic in its raw state including representatives from Coca-Cola Company and Genome compiler</li><li> Learn about plastic's convenient properties that make it a popular raw material in the industry</li><li>Visit leading industrial companies including Neot Hovav- eco industrial park, Aviv- Recycling Industries and ADAMA Agricultural Solutions to learn about ways they deal with plastic waste</li><li> Learn about the process of plastic recycling</ul>","Consulted with experts from companies that use raw plastic to determine what properties make it so useful, and with experts from companies that deal with plastic waste"
69,BGU ISRAEL,Overgraduate,2016,Education and Public Engagement,http://2016.igem.org/Team:BGU_ISRAEL,Community Event,General Public,Activism for iGEM Project,"<ul><li> Host a talk by Ms.Yael Cohen-Paran, a member of the Israeli parliament, on the field of environmental protection</li><li> Start a discussion about environmental concerns</ul>",Hosted a talk by and had a discussion with an Israeli parliament member on the field of environmental protection
70,BGU ISRAEL,Overgraduate,2015,Integrated Human Practices,http://2015.igem.org/Team:BGU_Israel,"Consult Experts, Project Presentation",Scientific Community,"Present iGEM Project, Gain Information for iGEM Project","<ul><li> Presented the detail of project to other scientists in order to raise awareness of the field of synthetic biology and incite constructive discussions regarding the scientific specifications of the project</li><li> Meet with Chief Scientist Office (Ministry of Health), Dr. Ami Ben-Yehuda, Director of the Department of Medical Research</ul>",Presented the details of the project to other scientists to raise awareness of the field of synthetic biology
71,BGU ISRAEL,Overgraduate,2015,Integrated Human Practices,http://2015.igem.org/Team:BGU_Israel,"Consult Experts, Project Presentation","Scientific Community, Professors",Present iGEM Project,"<ul><li>In order to raise funds, meet with the President of the university, Prof. Rivka Carmi, and the Rector, Prof. Zvi Hacohen</li><li> Emphasize the importance of the multidisciplinary approach and receive significant funds for the continuation of the project</li><li> Meet with the Deans of various faculties to present the project and its importance for promoting entrepreneurship, innovation and involvement of students beyond the curriculum</ul>",Met with the President of the university to raise funds and emphasize the importance of the multidisciplinary approach of the project
72,BGU ISRAEL,Overgraduate,2015,Integrated Human Practices,http://2015.igem.org/Team:BGU_Israel,"Consult Experts, Project Presentation","Scientific Community, Professors","Present iGEM Project, Gain Information for iGEM Project","<ul><li> Meet with Prof. Samuel Ariad, the director of Oncology Department in Soroka Medical Center</li><li> Present project and receive valuable scientific advice and clinical outlook</ul>",Met with the director of Oncology Department to present project and receive valuable scientific advice
73,BGU ISRAEL,Overgraduate,2015,Integrated Human Practices,http://2015.igem.org/Team:BGU_Israel,"Consult Experts, Project Presentation",Scientific Community,"Present iGEM Project, Gain Information for iGEM Project","<ul><li> Meet with Prof. Gidi Rechavi, a world-renowned cancer researcher and the head of Sheba Cancer Research Center</li><li> Receive preliminary advice on project invention</ul>",Met with a world-renowned cancer researcher and the head of Sheba Cancer Research Center to receive preliminary advice on project invention
74,BGU ISRAEL,Overgraduate,2015,Integrated Human Practices,http://2015.igem.org/Team:BGU_Israel,"Consult Experts, Project Presentation","Scientific Community, Vendors/Businesses","Present iGEM Project, Gain Information for iGEM Project","<ul><li> Talk with Dr. Omri Amirav-Drori, the CEO of Genome Compiler, and an expert in the fields of Synthetic Biology and genetic engineering</li><li> Learn about his company that supplies a comprehensive set of tools for DNA design and visualization, data management and collaboration for genetic engineers, molecular and synthetic biologists</ul>",Talked with the CEO of Genome Compiler to learn about his company that supplies tools for DNA design and visualization
